/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
2424;2879;45;neutral;Core2 Quad;55;It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.
1689;2880;73;positive;battery life;85;It is good to know that I can mobilize without having to worry about the battery life.
1894;2881;;;;;I baby my electronics so I know for a fact it was defective and not anything that I did to it.
1078;2882;4;positive;screen;10;The screen is nice, side view angles are pretty good.
1492;2883;18;positive;screen;24;The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.
1492;2883;246;positive;screen;252;The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.
808;2884;70;neutral;applications;82;3 weeks went by and the computer keeps crashing and will not open any applications.
1472;2885;35;negative;charger unit;47;Not to mention sometimes the whole charger unit will decide not to work entirely.
1038;2886;37;negative;feel;41;Looks nice, but has a horribly cheap feel.
1038;2886;0;positive;Looks;5;Looks nice, but has a horribly cheap feel.
818;2887;;;;;I would recommend not buying this product.
861;2888;;;;;its more like a snail crawl.
544;2889;39;positive;signals;46;"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."
544;2889;103;negative;signal;109;"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."
1959;2890;4;positive;feel;8;The feel of this is better than the Toshiba, too.
315;2891;125;positive;quality;132;I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!
2573;2892;15;neutral;memory;21;I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.
2573;2892;44;neutral;Windows 7 Starter;61;I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.
2573;2892;65;neutral;Win 7 Home;75;I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.
2573;2892;84;positive;runs;88;I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.
1996;2893;28;neutral;drive;33;"I am not sure if it was the drive itself, however;"
509;2894;;;;;So I called, AGAIN.
1600;2895;41;negative;edges;46;Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.
1600;2895;113;positive;incase shells;126;Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.
719;2896;23;positive;keyboard;31;It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.
719;2896;73;positive;weight;79;It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.
719;2896;14;positive;use;17;It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.
141;2897;48;negative;shipping;56;Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!
141;2897;77;neutral;repair center;90;Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!
1920;2898;;;;;I was constantly having to roll back the computer after doing updates.
760;2899;;;;;Stay away from Envy.
193;2900;;;;;-got it back 3 months later
1016;2901;;;;;I have had to send in my laptop three times to get it fixed.
507;2902;;;;;When I turned it on, nothing.
1255;2903;49;neutral;applications;61;I should have checked this before I installed my applications.
667;2904;4;positive;battery;11;The battery is really long.
1992;2905;40;negative;DVD burner;50;Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.
1992;2905;111;negative;power supply;123;Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.
2430;2906;27;negative;case;31;Had some trouble finding a case that it would fit in.
2406;2907;;;;;The 17 in Macbook Pro has been a wonderful addition.
1021;2908;50;negative;keyboard;58;This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
1021;2908;82;negative;keyboard functions;100;This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
1209;2909;;;;;1st time they got it working the next 5 month they had me send it in.
1701;2910;11;positive;iMovie;17;"Comes with iMovie;"
2570;2911;;;;;I just love my Mac!
287;2912;;;;;I can not even read what I am writing half of the time.
681;2913;;;;;MACS ARE AMAZING!!!
866;2914;;;;;My hp G60-244dx died after only 16 months.
1248;2915;;;;;They freeze all the time.
2857;2916;;;;;this one, in my opinion, might be a lemon!
266;2917;;;;;The book is useless.
811;2918;21;negative;SERVICE FACILITY;37;COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.
2693;2919;;;;;This laptop is very large and barely fits in any carrying cases.
504;2920;23;positive;Customer Service;39;When I called Sony the Customer Service was Great.
1845;2921;89;negative;warranty;97;  even though I had the receipt in front of me proving it still had 2 months left on the warranty.
434;2922;;;;;I sent it to them to fix in perfect condition but for what was wrong with it.
2479;2923;48;neutral;programs;56;It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.
2479;2923;30;positive;system;36;It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.
2479;2923;58;neutral;using the internet;76;It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.
1407;2924;43;negative;buttons;50;My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.
1113;2925;9;negative;safe mode;18;Not even safe mode boots.
1976;2926;;;;;Which was way too much money.
1643;2927;;;;;To those thinking about switching, do it and do not look back!
2431;2928;23;negative;18-inch;30;This is an over-sized, 18-inch laptop.
905;2929;24;negative;universal charger;41;I had to pay $100 for a universal charger for this cheap $300 laptop.
2196;2930;4;positive;powerpoint;14;The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.
1878;2931;26;negative;desktop background;44;1.You can not change your desktop background (window's 7 starter does NOT support that function).
1878;2931;46;negative;window's 7 starter;64;1.You can not change your desktop background (window's 7 starter does NOT support that function).
